State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price,Commodity_Code,Year,Month,Day,DayName,Quarter,Price_Range,
Gujarat,Surat,Surat,French Beans (Frasbean),Other,FAQ,19-01-2024,2500,4000,3250,298,2024,1,19,Friday,1,1500,
Gujarat,Surat,Surat,French Beans (Frasbean),Other,FAQ,05-02-2024,1500,3000,2250,298,2024,2,5,Monday,1,1500,
Gujarat,Surat,Surat,French Beans (Frasbean),Other,FAQ,07-02-2024,1500,3000,2250,298,2024,2,7,Wednesday,1,1500,
Gujarat,Surat,Surat,French Beans (Frasbean),Other,FAQ,14-02-2024,1500,4200,2850,298,2024,2,14,Wednesday,1,2700,
Gujarat,Surat,Surat,French Beans (Frasbean),Other,FAQ,21-02-2024,1500,3500,2500,298,2024,2,21,Wednesday,1,2000,
Gujarat,Surat,Surat,French Beans (Frasbean),Other,FAQ,22-02-2024,1500,3800,2650,298,2024,2,22,Thursday,1,2300,
Gujarat,Surat,Surat,French Beans (Frasbean),Other,FAQ,24-02-2024,1500,3600,2550,298,2024,2,24,Saturday,1,2100,
Gujarat,Surat,Surat,French Beans (Frasbean),Other,FAQ,26-02-2024,1500,3500,2500,298,2024,2,26,Monday,1,2000,
Gujarat,Surat,Surat,French Beans (Frasbean),Other,FAQ,19-03-2024,2000,4500,3250,298,2024,3,19,Tuesday,1,2500,
Gujarat,Surat,Surat,French Beans (Frasbean),Other,FAQ,20-03-2024,1500,4000,2750,298,2024,3,20,Wednesday,1,2500,
Gujarat,Surat,Surat,French Beans (Frasbean),Other,FAQ,22-03-2024,1500,4000,2750,298,2024,3,22,Friday,1,2500,
Gujarat,Surat,Surat,French Beans (Frasbean),Other,FAQ,28-03-2024,2000,4500,3250,298,2024,3,28,Thursday,1,2500,
Gujarat,Surat,Surat,French Beans (Frasbean),Other,FAQ,29-03-2024,2000,4300,3150,298,2024,3,29,Friday,1,2300,
Gujarat,Surat,Surat,French Beans (Frasbean),Other,FAQ,08-04-2024,2000,5500,3750,298,2024,4,8,Monday,2,3500,
Gujarat,Surat,Surat,French Beans (Frasbean),Other,FAQ,25-04-2024,4000,8000,6000,298,2024,4,25,Thursday,2,4000,
Gujarat,Surat,Surat,Elephant Yam (Suran),Other,FAQ,30-01-2024,4500,4800,4650,296,2024,1,30,Tuesday,1,300,
Gujarat,Surat,Surat,Elephant Yam (Suran),Other,FAQ,05-02-2024,4000,4500,4250,296,2024,2,5,Monday,1,500,
Gujarat,Surat,Surat,Elephant Yam (Suran),Other,FAQ,15-02-2024,4250,6000,5125,296,2024,2,15,Thursday,1,1750,
Gujarat,Surat,Surat,Elephant Yam (Suran),Other,FAQ,27-02-2024,5000,5500,5250,296,2024,2,27,Tuesday,1,500,
Gujarat,Surat,Surat,Elephant Yam (Suran),Other,FAQ,02-03-2024,4500,5300,4900,296,2024,3,2,Saturday,1,800,
Gujarat,Surat,Surat,Elephant Yam (Suran),Other,FAQ,11-03-2024,5500,6000,5750,296,2024,3,11,Monday,1,500,
Gujarat,Surat,Surat,Elephant Yam (Suran),Other,FAQ,16-03-2024,5500,6000,5750,296,2024,3,16,Saturday,1,500,
Gujarat,Surat,Surat,Elephant Yam (Suran),Other,FAQ,22-03-2024,6000,6500,6250,296,2024,3,22,Friday,1,500,
Gujarat,Surat,Surat,Elephant Yam (Suran),Other,FAQ,29-03-2024,5500,6000,5750,296,2024,3,29,Friday,1,500,
Gujarat,Surat,Surat,Elephant Yam (Suran),Other,FAQ,03-04-2024,6000,6500,6250,296,2024,4,3,Wednesday,2,500,
Gujarat,Surat,Surat,Elephant Yam (Suran),Other,FAQ,04-04-2024,6000,6500,6250,296,2024,4,4,Thursday,2,500,
Gujarat,Surat,Surat,Elephant Yam (Suran),Other,FAQ,26-04-2024,5500,6500,6000,296,2024,4,26,Friday,2,1000,
Gujarat,Surat,Surat,Surat Beans (Papadi),Other,FAQ,06-01-2024,6000,12000,9000,300,2024,1,6,Saturday,1,6000,
Gujarat,Surat,Surat,Surat Beans (Papadi),Other,FAQ,29-01-2024,5000,9000,7000,300,2024,1,29,Monday,1,4000,
Gujarat,Surat,Surat,Surat Beans (Papadi),Other,FAQ,06-02-2024,4000,8000,6000,300,2024,2,6,Tuesday,1,4000,
Gujarat,Surat,Surat,Surat Beans (Papadi),Other,FAQ,13-02-2024,4000,9000,6500,300,2024,2,13,Tuesday,1,5000,
Gujarat,Surat,Surat,Surat Beans (Papadi),Other,FAQ,21-02-2024,4000,9000,6500,300,2024,2,21,Wednesday,1,5000,
Gujarat,Surat,Surat,Surat Beans (Papadi),Other,FAQ,29-02-2024,4000,9000,6500,300,2024,2,29,Thursday,1,5000,
Gujarat,Surat,Surat,Surat Beans (Papadi),Other,FAQ,05-03-2024,4500,9000,6750,300,2024,3,5,Tuesday,1,4500,
Gujarat,Surat,Surat,Surat Beans (Papadi),Other,FAQ,06-03-2024,4500,10000,7250,300,2024,3,6,Wednesday,1,5500,
Gujarat,Surat,Surat,Surat Beans (Papadi),Other,FAQ,13-03-2024,4500,10500,7500,300,2024,3,13,Wednesday,1,6000,
Gujarat,Surat,Surat,Surat Beans (Papadi),Other,FAQ,23-03-2024,3000,8000,5500,300,2024,3,23,Saturday,1,5000,
Gujarat,Surat,Surat,Surat Beans (Papadi),Other,FAQ,27-03-2024,3000,8000,5500,300,2024,3,27,Wednesday,1,5000,
Gujarat,Surat,Surat,Surat Beans (Papadi),Other,FAQ,04-04-2024,3000,6500,4750,300,2024,4,4,Thursday,2,3500,
Gujarat,Surat,Surat,Surat Beans (Papadi),Other,FAQ,13-04-2024,4000,6000,5000,300,2024,4,13,Saturday,2,2000,
Gujarat,Surat,Surat,Little gourd (Kundru),Other,FAQ,20-01-2024,2500,7000,4750,302,2024,1,20,Saturday,1,4500,
Gujarat,Surat,Surat,Little gourd (Kundru),Other,FAQ,06-02-2024,4000,7500,5750,302,2024,2,6,Tuesday,1,3500,
Gujarat,Surat,Surat,Little gourd (Kundru),Other,FAQ,09-02-2024,4000,7500,5750,302,2024,2,9,Friday,1,3500,
Gujarat,Surat,Surat,Little gourd (Kundru),Other,FAQ,10-02-2024,4000,7500,5750,302,2024,2,10,Saturday,1,3500,
Gujarat,Surat,Surat,Little gourd (Kundru),Other,FAQ,13-02-2024,4000,7500,5750,302,2024,2,13,Tuesday,1,3500,
Gujarat,Surat,Surat,Little gourd (Kundru),Other,FAQ,17-02-2024,4000,7500,5750,302,2024,2,17,Saturday,1,3500,
Gujarat,Surat,Surat,Little gourd (Kundru),Other,FAQ,19-02-2024,4000,7000,5500,302,2024,2,19,Monday,1,3000,
Gujarat,Surat,Surat,Little gourd (Kundru),Other,FAQ,29-02-2024,4000,8000,6000,302,2024,2,29,Thursday,1,4000,
Gujarat,Surat,Surat,Little gourd (Kundru),Other,FAQ,13-03-2024,3000,8000,5500,302,2024,3,13,Wednesday,1,5000,
Gujarat,Surat,Surat,Little gourd (Kundru),Other,FAQ,21-03-2024,3000,7500,5250,302,2024,3,21,Thursday,1,4500,
Gujarat,Surat,Surat,Little gourd (Kundru),Other,FAQ,28-03-2024,3000,7000,5000,302,2024,3,28,Thursday,1,4000,
Gujarat,Surat,Surat,Little gourd (Kundru),Other,FAQ,09-04-2024,3000,9000,6000,302,2024,4,9,Tuesday,2,6000,
Gujarat,Surat,Surat,Little gourd (Kundru),Other,FAQ,12-04-2024,3000,6500,4750,302,2024,4,12,Friday,2,3500,
Gujarat,Surat,Surat,Little gourd (Kundru),Other,FAQ,15-04-2024,3000,6000,4500,302,2024,4,15,Monday,2,3000,
Gujarat,Surat,Surat,Little gourd (Kundru),Other,FAQ,19-04-2024,3000,6000,4500,302,2024,4,19,Friday,2,3000,
Gujarat,Surat,Surat,Little gourd (Kundru),Other,FAQ,20-04-2024,3000,6000,4500,302,2024,4,20,Saturday,2,3000,
Gujarat,Surat,Surat,Little gourd (Kundru),Other,FAQ,26-04-2024,3500,6000,4750,302,2024,4,26,Friday,2,2500,
Gujarat,Surat,Surat,Cabbage,Other,FAQ,17-01-2024,600,2200,1400,154,2024,1,17,Wednesday,1,1600,
Gujarat,Surat,Surat,Cabbage,Other,FAQ,24-01-2024,600,2000,1300,154,2024,1,24,Wednesday,1,1400,
Gujarat,Surat,Surat,Cabbage,Other,FAQ,31-01-2024,600,2100,1350,154,2024,1,31,Wednesday,1,1500,
Gujarat,Surat,Surat,Cabbage,Other,FAQ,02-03-2024,1000,2000,1500,154,2024,3,2,Saturday,1,1000,
Gujarat,Surat,Surat,Cabbage,Other,FAQ,05-03-2024,800,2500,1650,154,2024,3,5,Tuesday,1,1700,
Gujarat,Surat,Surat,Cabbage,Other,FAQ,11-03-2024,1100,2800,1950,154,2024,3,11,Monday,1,1700,
Gujarat,Surat,Surat,Cabbage,Other,FAQ,06-04-2024,900,2100,1500,154,2024,4,6,Saturday,2,1200,
Gujarat,Surat,Surat,Cabbage,Other,FAQ,30-04-2024,700,1800,1250,154,2024,4,30,Tuesday,2,1100,
Gujarat,Surat,Surat,Lemon,Other,FAQ,10-01-2024,500,3500,2000,310,2024,1,10,Wednesday,1,3000,
Gujarat,Surat,Surat,Lemon,Other,FAQ,15-01-2024,500,4000,2250,310,2024,1,15,Monday,1,3500,
Gujarat,Surat,Surat,Lemon,Other,FAQ,17-01-2024,500,4000,2250,310,2024,1,17,Wednesday,1,3500,
Gujarat,Surat,Surat,Lemon,Other,FAQ,02-02-2024,3000,6000,4500,310,2024,2,2,Friday,1,3000,
Gujarat,Surat,Surat,Lemon,Other,FAQ,06-02-2024,2000,6000,4000,310,2024,2,6,Tuesday,1,4000,
Gujarat,Surat,Surat,Lemon,Other,FAQ,14-02-2024,4000,7500,5750,310,2024,2,14,Wednesday,1,3500,
Gujarat,Surat,Surat,Lemon,Other,FAQ,21-02-2024,3500,8500,6000,310,2024,2,21,Wednesday,1,5000,
Gujarat,Surat,Surat,Lemon,Other,FAQ,04-03-2024,4000,9000,6500,310,2024,3,4,Monday,1,5000,
Gujarat,Surat,Surat,Lemon,Other,FAQ,07-03-2024,3500,10000,6750,310,2024,3,7,Thursday,1,6500,
Gujarat,Surat,Surat,Lemon,Other,FAQ,15-03-2024,3000,11000,7000,310,2024,3,15,Friday,1,8000,
Gujarat,Surat,Surat,Lemon,Other,FAQ,16-03-2024,3000,11000,7000,310,2024,3,16,Saturday,1,8000,
Gujarat,Surat,Surat,Lemon,Other,FAQ,20-03-2024,2500,11000,6750,310,2024,3,20,Wednesday,1,8500,
Gujarat,Surat,Surat,Lemon,Other,FAQ,26-03-2024,3000,10500,6750,310,2024,3,26,Tuesday,1,7500,
Gujarat,Surat,Surat,Lemon,Other,FAQ,27-03-2024,3000,10500,6750,310,2024,3,27,Wednesday,1,7500,
Gujarat,Surat,Surat,Lemon,Other,FAQ,01-04-2024,3000,11500,7250,310,2024,4,1,Monday,2,8500,
Gujarat,Surat,Surat,Lemon,Other,FAQ,13-04-2024,2000,9500,5750,310,2024,4,13,Saturday,2,7500,
Gujarat,Surat,Surat,Lemon,Other,FAQ,23-04-2024,3000,7500,5250,310,2024,4,23,Tuesday,2,4500,
Gujarat,Surat,Surat,Lemon,Other,FAQ,25-04-2024,3000,7500,5250,310,2024,4,25,Thursday,2,4500,
Gujarat,Surat,Surat,Lemon,Other,FAQ,26-04-2024,3000,7500,5250,310,2024,4,26,Friday,2,4500,
Gujarat,Surat,Surat,Papaya (Raw),Other,FAQ,20-01-2024,400,900,650,313,2024,1,20,Saturday,1,500,
Gujarat,Surat,Surat,Papaya (Raw),Other,FAQ,24-01-2024,500,1000,750,313,2024,1,24,Wednesday,1,500,
Gujarat,Surat,Surat,Papaya (Raw),Other,FAQ,25-01-2024,400,900,650,313,2024,1,25,Thursday,1,500,
Gujarat,Surat,Surat,Papaya (Raw),Other,FAQ,27-01-2024,400,1000,700,313,2024,1,27,Saturday,1,600,
Gujarat,Surat,Surat,Papaya (Raw),Other,FAQ,01-02-2024,400,1000,700,313,2024,2,1,Thursday,1,600,
Gujarat,Surat,Surat,Papaya (Raw),Other,FAQ,10-02-2024,400,900,650,313,2024,2,10,Saturday,1,500,
Gujarat,Surat,Surat,Papaya (Raw),Other,FAQ,23-02-2024,400,900,650,313,2024,2,23,Friday,1,500,
Gujarat,Surat,Surat,Papaya (Raw),Other,FAQ,02-03-2024,500,1250,875,313,2024,3,2,Saturday,1,750,
Gujarat,Surat,Surat,Papaya (Raw),Other,FAQ,13-03-2024,500,1100,800,313,2024,3,13,Wednesday,1,600,
Gujarat,Surat,Surat,Papaya (Raw),Other,FAQ,23-03-2024,600,1000,800,313,2024,3,23,Saturday,1,400,
Gujarat,Surat,Surat,Papaya (Raw),Other,FAQ,30-03-2024,500,1000,750,313,2024,3,30,Saturday,1,500,
Gujarat,Surat,Surat,Papaya (Raw),Other,FAQ,08-04-2024,600,1100,850,313,2024,4,8,Monday,2,500,
Gujarat,Surat,Surat,Papaya (Raw),Other,FAQ,12-04-2024,400,900,650,313,2024,4,12,Friday,2,500,
Gujarat,Surat,Surat,Papaya (Raw),Other,FAQ,15-04-2024,600,1000,800,313,2024,4,15,Monday,2,400,
Gujarat,Surat,Surat,Papaya (Raw),Other,FAQ,20-04-2024,600,1100,850,313,2024,4,20,Saturday,2,500,
Gujarat,Surat,Surat,Indian Beans (Seam),Other,FAQ,10-01-2024,1500,3800,2650,299,2024,1,10,Wednesday,1,2300,
Gujarat,Surat,Surat,Indian Beans (Seam),Other,FAQ,12-01-2024,2000,4000,3000,299,2024,1,12,Friday,1,2000,
Gujarat,Surat,Surat,Indian Beans (Seam),Other,FAQ,15-01-2024,1500,2600,2050,299,2024,1,15,Monday,1,1100,
Gujarat,Surat,Surat,Indian Beans (Seam),Other,FAQ,19-01-2024,1500,2800,2150,299,2024,1,19,Friday,1,1300,
Gujarat,Surat,Surat,Indian Beans (Seam),Other,FAQ,23-01-2024,1100,3250,2175,299,2024,1,23,Tuesday,1,2150,
Gujarat,Surat,Surat,Indian Beans (Seam),Other,FAQ,15-02-2024,1000,2300,1650,299,2024,2,15,Thursday,1,1300,
Gujarat,Surat,Surat,Indian Beans (Seam),Other,FAQ,21-02-2024,1000,2300,1650,299,2024,2,21,Wednesday,1,1300,
Gujarat,Surat,Surat,Indian Beans (Seam),Other,FAQ,23-02-2024,1000,2200,1600,299,2024,2,23,Friday,1,1200,
Gujarat,Surat,Surat,Indian Beans (Seam),Other,FAQ,29-02-2024,1000,3000,2000,299,2024,2,29,Thursday,1,2000,
Gujarat,Surat,Surat,Indian Beans (Seam),Other,FAQ,19-03-2024,2000,4300,3150,299,2024,3,19,Tuesday,1,2300,
Gujarat,Surat,Surat,Indian Beans (Seam),Other,FAQ,23-03-2024,1500,4000,2750,299,2024,3,23,Saturday,1,2500,
Gujarat,Surat,Surat,Indian Beans (Seam),Other,FAQ,28-03-2024,1500,4300,2900,299,2024,3,28,Thursday,1,2800,
Gujarat,Surat,Surat,Indian Beans (Seam),Other,FAQ,09-04-2024,2000,4000,3000,299,2024,4,9,Tuesday,2,2000,
Gujarat,Surat,Surat,Indian Beans (Seam),Other,FAQ,26-04-2024,2300,4000,3150,299,2024,4,26,Friday,2,1700,
Gujarat,Surat,Surat,Indian Beans (Seam),Other,FAQ,30-04-2024,2300,4500,3400,299,2024,4,30,Tuesday,2,2200,
Gujarat,Surat,Surat,Cucumbar(Kheera),Other,FAQ,10-01-2024,800,3000,1900,159,2024,1,10,Wednesday,1,2200,
Gujarat,Surat,Surat,Cucumbar(Kheera),Other,FAQ,17-01-2024,1000,2200,1600,159,2024,1,17,Wednesday,1,1200,
Gujarat,Surat,Surat,Cucumbar(Kheera),Other,FAQ,19-01-2024,1000,2500,1750,159,2024,1,19,Friday,1,1500,
Gujarat,Surat,Surat,Cucumbar(Kheera),Other,FAQ,30-01-2024,1000,3000,2000,159,2024,1,30,Tuesday,1,2000,
Gujarat,Surat,Surat,Cucumbar(Kheera),Other,FAQ,05-02-2024,1000,2750,1875,159,2024,2,5,Monday,1,1750,
Gujarat,Surat,Surat,Cucumbar(Kheera),Other,FAQ,07-02-2024,1000,2500,1750,159,2024,2,7,Wednesday,1,1500,
Gujarat,Surat,Surat,Cucumbar(Kheera),Other,FAQ,14-02-2024,1000,3000,2000,159,2024,2,14,Wednesday,1,2000,
Gujarat,Surat,Surat,Cucumbar(Kheera),Other,FAQ,15-02-2024,1000,2800,1900,159,2024,2,15,Thursday,1,1800,
Gujarat,Surat,Surat,Cucumbar(Kheera),Other,FAQ,19-02-2024,2000,3500,2750,159,2024,2,19,Monday,1,1500,
Gujarat,Surat,Surat,Cucumbar(Kheera),Other,FAQ,20-02-2024,1000,3000,2000,159,2024,2,20,Tuesday,1,2000,
Gujarat,Surat,Surat,Cucumbar(Kheera),Other,FAQ,24-02-2024,1000,3100,2050,159,2024,2,24,Saturday,1,2100,
Gujarat,Surat,Surat,Cucumbar(Kheera),Other,FAQ,28-02-2024,1000,2800,1900,159,2024,2,28,Wednesday,1,1800,
Gujarat,Surat,Surat,Cucumbar(Kheera),Other,FAQ,04-03-2024,1000,2750,1875,159,2024,3,4,Monday,1,1750,
Gujarat,Surat,Surat,Ridgeguard(Tori),Other,FAQ,20-01-2024,2500,6000,4250,160,2024,1,20,Saturday,1,3500,
Gujarat,Surat,Surat,Ridgeguard(Tori),Other,FAQ,22-01-2024,2500,6100,4300,160,2024,1,22,Monday,1,3600,
Gujarat,Surat,Surat,Ridgeguard(Tori),Other,FAQ,25-01-2024,2500,5500,4000,160,2024,1,25,Thursday,1,3000,
Gujarat,Surat,Surat,Ridgeguard(Tori),Other,FAQ,15-02-2024,1300,4750,3025,160,2024,2,15,Thursday,1,3450,
Gujarat,Surat,Surat,Ridgeguard(Tori),Other,FAQ,22-02-2024,2000,5500,3750,160,2024,2,22,Thursday,1,3500,
Gujarat,Surat,Surat,Ridgeguard(Tori),Other,FAQ,29-02-2024,1500,4600,3050,160,2024,2,29,Thursday,1,3100,
Gujarat,Surat,Surat,Ridgeguard(Tori),Other,FAQ,05-03-2024,1500,3500,2500,160,2024,3,5,Tuesday,1,2000,
Gujarat,Surat,Surat,Ridgeguard(Tori),Other,FAQ,07-03-2024,1500,4200,2850,160,2024,3,7,Thursday,1,2700,
Gujarat,Surat,Surat,Ridgeguard(Tori),Other,FAQ,15-03-2024,2500,4800,3650,160,2024,3,15,Friday,1,2300,
Gujarat,Surat,Surat,Ridgeguard(Tori),Other,FAQ,22-03-2024,2000,4300,3150,160,2024,3,22,Friday,1,2300,
Gujarat,Surat,Surat,Ridgeguard(Tori),Other,FAQ,09-04-2024,1500,4500,3000,160,2024,4,9,Tuesday,2,3000,
Gujarat,Surat,Surat,Ridgeguard(Tori),Other,FAQ,10-04-2024,1500,4400,2950,160,2024,4,10,Wednesday,2,2900,
Gujarat,Surat,Surat,Brinjal,Other,FAQ,13-01-2024,1500,2600,2050,35,2024,1,13,Saturday,1,1100,
Gujarat,Surat,Surat,Brinjal,Other,FAQ,17-01-2024,1500,3000,2250,35,2024,1,17,Wednesday,1,1500,
Gujarat,Surat,Surat,Brinjal,Other,FAQ,24-01-2024,1500,3500,2500,35,2024,1,24,Wednesday,1,2000,
Gujarat,Surat,Surat,Brinjal,Other,FAQ,29-01-2024,1500,3000,2250,35,2024,1,29,Monday,1,1500,
Gujarat,Surat,Surat,Brinjal,Other,FAQ,15-02-2024,500,1500,1000,35,2024,2,15,Thursday,1,1000,
Gujarat,Surat,Surat,Brinjal,Other,FAQ,22-02-2024,600,1800,1200,35,2024,2,22,Thursday,1,1200,
Gujarat,Surat,Surat,Brinjal,Other,FAQ,02-03-2024,500,1700,1100,35,2024,3,2,Saturday,1,1200,
Gujarat,Surat,Surat,Brinjal,Other,FAQ,06-03-2024,600,1800,1200,35,2024,3,6,Wednesday,1,1200,
Gujarat,Surat,Surat,Brinjal,Other,FAQ,07-03-2024,600,1800,1200,35,2024,3,7,Thursday,1,1200,
Gujarat,Surat,Surat,Brinjal,Other,FAQ,11-03-2024,800,2500,1650,35,2024,3,11,Monday,1,1700,
Gujarat,Surat,Surat,Brinjal,Other,FAQ,14-03-2024,800,2300,1550,35,2024,3,14,Thursday,1,1500,
Gujarat,Surat,Surat,Brinjal,Other,FAQ,20-03-2024,900,1900,1400,35,2024,3,20,Wednesday,1,1000,
Gujarat,Surat,Surat,Brinjal,Other,FAQ,28-03-2024,600,1500,1050,35,2024,3,28,Thursday,1,900,
Gujarat,Surat,Surat,Brinjal,Other,FAQ,30-03-2024,500,1200,850,35,2024,3,30,Saturday,1,700,
Gujarat,Surat,Surat,Brinjal,Other,FAQ,03-04-2024,600,2000,1300,35,2024,4,3,Wednesday,2,1400,
Gujarat,Surat,Surat,Brinjal,Other,FAQ,19-04-2024,600,1800,1200,35,2024,4,19,Friday,2,1200,
Gujarat,Surat,Surat,Brinjal,Other,FAQ,26-04-2024,500,2300,1400,35,2024,4,26,Friday,2,1800,
Gujarat,Surat,Surat,Cucumbar(Kheera),Other,FAQ,13-03-2024,800,3000,1900,159,2024,3,13,Wednesday,1,2200,
Gujarat,Surat,Surat,Cucumbar(Kheera),Other,FAQ,27-03-2024,600,2000,1300,159,2024,3,27,Wednesday,1,1400,
Gujarat,Surat,Surat,Cucumbar(Kheera),Other,FAQ,03-04-2024,600,2000,1300,159,2024,4,3,Wednesday,2,1400,
Gujarat,Surat,Surat,Cucumbar(Kheera),Other,FAQ,09-04-2024,800,2500,1650,159,2024,4,9,Tuesday,2,1700,
Gujarat,Surat,Surat,Cucumbar(Kheera),Other,FAQ,19-04-2024,700,2500,1600,159,2024,4,19,Friday,2,1800,
Gujarat,Surat,Surat,Cucumbar(Kheera),Other,FAQ,24-04-2024,800,2600,1700,159,2024,4,24,Wednesday,2,1800,
Gujarat,Surat,Surat,Cucumbar(Kheera),Other,FAQ,29-04-2024,800,2500,1800,159,2024,4,29,Monday,2,1700,
Gujarat,Surat,Surat,Mango (Raw-Ripe),Other,FAQ,23-01-2024,13000,16000,14500,172,2024,1,23,Tuesday,1,3000,
Gujarat,Surat,Surat,Mango (Raw-Ripe),Other,FAQ,24-01-2024,13000,15000,14000,172,2024,1,24,Wednesday,1,2000,
Gujarat,Surat,Surat,Mango (Raw-Ripe),Other,FAQ,03-02-2024,10000,12000,11000,172,2024,2,3,Saturday,1,2000,
Gujarat,Surat,Surat,Mango (Raw-Ripe),Other,FAQ,06-02-2024,10000,11500,10750,172,2024,2,6,Tuesday,1,1500,
Gujarat,Surat,Surat,Mango (Raw-Ripe),Other,FAQ,12-02-2024,9000,11500,10250,172,2024,2,12,Monday,1,2500,
Gujarat,Surat,Surat,Mango (Raw-Ripe),Other,FAQ,23-02-2024,6500,10000,8250,172,2024,2,23,Friday,1,3500,
Gujarat,Surat,Surat,Mango (Raw-Ripe),Other,FAQ,27-02-2024,6500,12500,9500,172,2024,2,27,Tuesday,1,6000,
Gujarat,Surat,Surat,Mango (Raw-Ripe),Other,FAQ,07-03-2024,4500,10000,6750,172,2024,3,7,Thursday,1,5500,
Gujarat,Surat,Surat,Mango (Raw-Ripe),Other,FAQ,29-03-2024,3000,7000,5000,172,2024,3,29,Friday,1,4000,
Gujarat,Surat,Surat,Mango (Raw-Ripe),Other,FAQ,30-04-2024,2500,10000,6250,172,2024,4,30,Tuesday,2,7500,
Gujarat,Surat,Surat,Mango (Raw-Ripe),Other,FAQ,10-02-2024,6000,9500,7750,172,2024,2,10,Saturday,1,3500,
Gujarat,Surat,Surat,Mango (Raw-Ripe),Other,FAQ,04-03-2024,6500,10000,8250,172,2024,3,4,Monday,1,3500,
Gujarat,Surat,Surat,Mango (Raw-Ripe),Other,FAQ,06-04-2024,3000,7000,5000,172,2024,4,6,Saturday,2,4000,
Gujarat,Surat,Surat,Mango (Raw-Ripe),Other,FAQ,09-04-2024,2500,10000,6250,172,2024,4,9,Tuesday,2,7500,
Gujarat,Surat,Surat,Drumstick,Other,FAQ,04-01-2024,2300,5500,3900,168,2024,1,4,Thursday,1,3200,
Gujarat,Surat,Surat,Drumstick,Other,FAQ,08-01-2024,2300,4800,3550,168,2024,1,8,Monday,1,2500,
Gujarat,Surat,Surat,Drumstick,Other,FAQ,10-01-2024,1700,4800,3250,168,2024,1,10,Wednesday,1,3100,
Gujarat,Surat,Surat,Drumstick,Other,FAQ,12-01-2024,1700,5000,3350,168,2024,1,12,Friday,1,3300,
Gujarat,Surat,Surat,Drumstick,Other,FAQ,16-01-2024,1700,5100,3400,168,2024,1,16,Tuesday,1,3400,
Gujarat,Surat,Surat,Drumstick,Other,FAQ,24-01-2024,1500,6250,3875,168,2024,1,24,Wednesday,1,4750,
Gujarat,Surat,Surat,Drumstick,Other,FAQ,25-01-2024,1500,6250,3875,168,2024,1,25,Thursday,1,4750,
Gujarat,Surat,Surat,Drumstick,Other,FAQ,13-02-2024,1500,3800,2650,168,2024,2,13,Tuesday,1,2300,
Gujarat,Surat,Surat,Drumstick,Other,FAQ,15-02-2024,1500,3500,2500,168,2024,2,15,Thursday,1,2000,
Gujarat,Surat,Surat,Drumstick,Other,FAQ,16-02-2024,1500,3400,2450,168,2024,2,16,Friday,1,1900,
Gujarat,Surat,Surat,Drumstick,Other,FAQ,19-02-2024,1500,3300,2400,168,2024,2,19,Monday,1,1800,
Gujarat,Surat,Surat,Drumstick,Other,FAQ,02-03-2024,1600,3600,2600,168,2024,3,2,Saturday,1,2000,
Gujarat,Surat,Surat,Drumstick,Other,FAQ,04-03-2024,1500,3300,2400,168,2024,3,4,Monday,1,1800,
Gujarat,Surat,Surat,Drumstick,Other,FAQ,06-03-2024,1500,3100,2300,168,2024,3,6,Wednesday,1,1600,
Gujarat,Surat,Surat,Drumstick,Other,FAQ,12-03-2024,1500,3500,2500,168,2024,3,12,Tuesday,1,2000,
Gujarat,Surat,Surat,Drumstick,Other,FAQ,19-03-2024,1500,3300,2400,168,2024,3,19,Tuesday,1,1800,
Gujarat,Surat,Surat,Drumstick,Other,FAQ,20-03-2024,1600,3100,2350,168,2024,3,20,Wednesday,1,1500,
Gujarat,Surat,Surat,Drumstick,Other,FAQ,21-03-2024,1600,3000,2300,168,2024,3,21,Thursday,1,1400,
Gujarat,Surat,Surat,Drumstick,Other,FAQ,22-03-2024,1600,3400,2500,168,2024,3,22,Friday,1,1800,
Gujarat,Surat,Surat,Drumstick,Other,FAQ,03-04-2024,1000,3000,2000,168,2024,4,3,Wednesday,2,2000,
Gujarat,Surat,Surat,Drumstick,Other,FAQ,08-04-2024,1000,3000,2000,168,2024,4,8,Monday,2,2000,
Gujarat,Surat,Surat,Drumstick,Other,FAQ,15-04-2024,1000,3000,2000,168,2024,4,15,Monday,2,2000,
Gujarat,Surat,Surat,Drumstick,Other,FAQ,16-04-2024,1000,3000,2000,168,2024,4,16,Tuesday,2,2000,
Gujarat,Surat,Surat,Drumstick,Other,FAQ,20-04-2024,1000,2600,1800,168,2024,4,20,Saturday,2,1600,
Gujarat,Surat,Surat,Drumstick,Other,FAQ,23-04-2024,800,2600,1700,168,2024,4,23,Tuesday,2,1800,
Gujarat,Surat,Surat,Onion,Other,FAQ,08-01-2024,500,2300,1400,23,2024,1,8,Monday,1,1800,
Gujarat,Surat,Surat,Onion,Other,FAQ,09-01-2024,500,1000,750,23,2024,1,9,Tuesday,1,500,
Gujarat,Surat,Surat,Onion,Other,FAQ,10-01-2024,500,2300,1400,23,2024,1,10,Wednesday,1,1800,
Gujarat,Surat,Surat,Onion,Other,FAQ,17-01-2024,500,2600,1550,23,2024,1,17,Wednesday,1,2100,
Gujarat,Surat,Surat,Onion,Other,FAQ,25-01-2024,600,2300,1450,23,2024,1,25,Thursday,1,1700,
Gujarat,Surat,Surat,Onion,Other,FAQ,29-01-2024,400,2300,1350,23,2024,1,29,Monday,1,1900,
